User-ID;ISBN;Book-Rating
929;0345313097;0
929;0671461494;8
970;0971880107;0
1025;0380012863;8
1025;0971880107;0
1031;0671027360;7
1032;0446310786;10
1075;0142001740;10
1075;0316666343;7
1111;0316666343;0
1131;0060976845;7
1131;0684833395;0
1140;0971880107;0
1155;0451409256;9
1161;0452283914;0
1167;0060987103;0
1167;0440224675;8
1235;0345378490;9
1261;0452282152;7
1343;0971880107;0
1376;0345417623;8
1424;0452282152;0
1424;0786868716;0
1424;0804106304;6
1435;0060977477;5
1435;0345378490;5
1435;0375400117;0
1435;0425182908;0
1435;044023722X;0
1435;0679751343;8
1435;0684193957;0
1435;0684848783;5
1435;0971880107;5
1435;155874262X;10
1486;0971880107;5
1530;044023722X;8
1548;0452282152;8
1559;0060173289;10
1596;0385511612;6
1608;044023722X;0
1619;0440225701;9
1650;0804106304;10
1652;0804111359;0
1660;0553582747;5
1674;0679429220;0
1733;0345313097;0
1733;0971880107;1
1773;0804106304;9
1792;155874262X;8
1797;0316769487;0
1848;0345417623;8
1848;0671027360;0
1848;0671027387;0
1848;0786868716;10
1863;0971880107;0
1903;044021145X;0
1903;0525947647;0
1903;0971880107;0
1928;0316666343;10
2010;0449006522;0
2012;0671023616;8
2041;0385416342;7
2087;0345417623;0
2110;0151008116;5
2110;0671042858;0
2110;0786868716;0
2115;044021145X;0
2116;0671004573;7
2152;0446612545;7
2179;0345435869;0
2268;0971880107;0
2275;0060977493;0
2276;0345404793;9
2276;0425182908;4
2276;0446605484;0
2276;0553583468;10
2276;0671461494;0
2276;0679429220;0
2276;0743439740;0
2288;0553582747;0
2313;0060173289;9
2313;0553278223;7
2337;0142001740;8
2337;0375705856;0
2358;0316666343;0
2358;0671027360;0
2375;0345465083;7
2388;0142001740;6
2411;0971880107;3
2417;051513290X;7
2462;0804117934;9
2528;0671867156;10
2630;0842342702;0
2719;0451452755;0
2766;0142001740;0
2766;0316666343;9
2766;0345378490;0
2766;0446310786;10
2766;0449005615;9
2766;0971880107;6
2770;0553569058;0
2771;0449005615;0
2790;0316666343;0
2793;0515128554;0
2793;0671027387;0
2830;0971880107;0
2854;0316666343;7
2854;0446610399;5
2855;0380730138;0
2891;0060188731;0
2891;0060199563;0
2891;0142001740;7
2891;0449005615;0
2891;0451162072;0
2891;0804106304;7
2907;044023722X;5
2954;0060973129;8
2954;0440235502;10
2977;044021145X;0
2977;0440234743;0
2977;0449002632;8
2977;0452282152;7
2977;0553569058;0
2977;0971880107;0
2982;0684833395;0
3020;0446612545;0
3026;0804106304;8
3032;0971880107;1
3145;0425182908;7
3145;044021145X;9
3145;0842342702;0
3148;0060987103;0
3154;1853260053;0
3167;0345313097;0
3167;0380012863;8
3167;044023722X;0
3261;0316666343;8
3310;0671042858;7
3329;0440234743;8
3331;0385508042;0
3344;0671027360;8
3346;0312890044;9
3346;0316666343;9
3350;0804106304;10
3363;0060976845;0
3363;0060987103;0
3363;0064472264;0
3363;0140067477;0
3363;0316666343;0
3363;0345417623;0
3363;0375705856;0
3363;038542471X;0
3363;0439510112;0
3363;0440224675;0
3363;0440234743;0
3363;0446608653;0
3363;0449005615;0
3363;0449911004;0
3363;0451409256;10
3363;0971880107;0
3363;155874262X;0
3363;1558744150;0
3363;1558746218;0
3371;0380807866;7
3371;0671004573;7
3371;0743439740;10
3373;0312995423;5
3373;0452264464;10
3373;0671027360;5
3373;0671027387;5
3427;0553582747;0
3509;0743486226;8
3542;0316769487;0
3542;0446310786;10
3556;0385508042;9
3556;0671027360;10
3556;0971880107;0
3569;0767905938;6
3593;0316666343;9
3640;0671004573;0
3640;0671027360;8
3675;0451166892;0
3675;1841721522;0
3675;8433914545;0
3752;0140620664;6
3761;0449005615;0
3827;0060929790;0
3827;0345371984;10
3840;0385508042;8
3991;044023722X;0
4017;0142001740;0
4017;0316666343;10
4017;0375705856;9
4017;0380730138;9
4017;0446310786;10
4017;0446677450;10
4017;0449911004;8
4017;0743439740;10
4017;0786868716;0
4017;0804106304;0
4024;0385497466;0
4059;006101351X;6
4091;0312995423;0
4091;0671027387;8
4092;0345297709;0
4092;0671027360;7
4092;0971880107;0
4098;0312995423;3
4098;0553278223;0
4098;0671027360;7
4131;0971880107;1
4144;006101351X;0
4157;0684848783;0
4185;0452282152;0
4215;0451526341;0
4221;0440241413;9
4225;0446310786;10
4225;0804106304;6
4228;0380730138;0
4243;0971880107;0
4285;0971880107;0
4334;0316666343;0
4376;0345378490;0
4385;0786868716;0
4431;0671623249;9
4514;0971880107;0
4556;0345417623;0
4571;0971880107;0
4622;0140374248;0
4622;0684833395;0
4622;0743470389;0
4694;0061099325;0
4781;0452264464;0
4781;0971880107;0
4784;0971880107;2
4785;006101351X;5
4794;0446310786;0
4795;0151008116;9
4795;0316666343;9
4795;0375705856;10
4795;0452282152;9
4802;0316666343;9
4821;0786868716;6
4864;0671042858;0
4938;006101351X;7
4954;0060976845;0
5003;0452282152;7
5037;0446612545;0
5037;0671867113;4
5049;0316666343;8
5101;0060977493;5
5126;0971880107;5
5170;0345378490;0
5264;0971880107;0
5268;0451166892;10
5273;0140345809;8
5287;155874262X;0
5296;0380730138;6
5331;0440225701;0
5331;044023722X;0
5333;0380718332;7
5351;0316666343;0
5358;0671027360;0
5375;0449005615;8
5439;0060976845;0
5471;0971880107;0
5476;0316666343;4
5476;0345311396;0
5476;0440225701;5
5479;0671027387;0
5483;0380718332;0
5483;0515128554;0
5499;0385511612;10
5506;0971880107;0
5539;0142001740;8
5539;0449002632;0
5539;0449005615;0
5539;0671027387;10
5543;0971880107;0
5555;0452264464;9
5581;0971880107;0
5582;1558744150;5
5604;0971880107;6
5609;0385508042;0
5609;0385511612;0
5609;044021145X;0
5609;0671042858;0
5635;044021145X;0
5638;006101351X;9
5760;0440234743;0
5815;0345417623;0
5815;0971880107;0
5902;0142001740;0
5903;0142001740;0
5903;0316666343;0
5903;0385730586;8
5903;0446605484;0
5903;0804106304;0
5903;0804111359;0
5916;0971880107;0
5922;0451526341;9
5998;0553582747;0
6007;0345402871;0
6007;0425182908;0
6022;0446612545;8
6026;0345404793;10
6026;0452264464;0
6069;0375719180;0
6073;067976397X;10
6081;0684833395;0
6095;0971880107;0
6120;0971880107;0
6135;0312995423;10
6242;0060987103;7
6242;0375705856;5
6242;0452264464;5
6251;0060188731;0
6251;0060973897;0
6251;0060976845;0
6251;0060987103;0
6251;006101351X;0
6251;0064472264;0
6251;0140067477;10
6251;0345417623;0
6251;0345465083;0
6251;0374270325;0
6251;0380715899;7
6251;0380717018;0
6251;0380730138;0
6251;0425182908;0
6251;0425184226;0
6251;044021145X;0
6251;0440224675;6
6251;0441783589;0
6251;0446610399;0
6251;0452279690;0
6251;0525947647;0
6251;0553280589;0
6251;067976397X;0
6251;0786868716;0
6251;0804106304;0
6251;0971880107;0
6251;140003180X;0
6251;1558531025;0
6254;0842342702;10
6280;0151008116;9
6280;0553278223;9
6306;0316666343;0
6318;0671042858;6
6323;0345311396;0
6323;0380717018;1
6323;0399138684;0
6323;0671867113;0
6323;0684193957;1
6323;0767905938;0
6323;0804106304;0
6333;0142001740;0
6336;0679429220;0
6345;0671461494;0
6345;1558744150;0
6366;1841721522;7
6401;0743439740;0
6431;0971880107;4
6472;0440241413;8
6501;0060976845;7
6507;0971880107;0
6543;0060987103;10
6543;0142001740;9
